date_x,score,genre,status,orig_lang,budget_x,revenue,country,names
04/30/1998 ,65.0,"Thriller, Crime, Action", Released, English,60000000.0,57833603.0,AU,U.S. Marshals
09/07/2000 ,72.0,"Family, Adventure, Animation, Comedy, Fantasy", Released, English,95000000.0,65700000.0,AU,The Road to El Dorado
10/09/2021 ,54.0,"Fantasy, Drama", Released," Spanish, Castilian",101400000.0,276260104.4,GB,The Nights Belong to Monsters
04/01/2020 ,58.0,"Drama, Thriller", Released, English,4570000.0,1431904.0,AU,The Operative
09/24/1998 ,81.0,"Comedy, Drama", Released, English,60000000.0,264118201.0,AU,The Truman Show
08/22/1968 ,77.0,"Comedy, Drama, Romance", Released, English,3000000.0,104945305.0,AU,The Graduate
06/16/1978 ,60.0,"Horror, Thriller", Released, English,20000000.0,208900376.0,US,Jaws 2
09/28/2010 ,72.0,"Science Fiction, Action, Adventure, Animation, Family", Released, English,3500000.0,169263708.8,US,Superman/Batman: Apocalypse
12/21/2018 ,69.0,"Thriller, Drama, Science Fiction", Released, English,19800000.0,0.0,AU,Bird Box
04/22/2002 ,46.0,"Horror, Thriller", Released, English,10000000.0,7515217.4,US,American Psycho II: All American Girl
03/25/2022 ,56.0,"Horror, Thriller", Released, English,130200000.0,390377803.8,US,So Cold the River
05/25/2023 ,0.0,"Action, Thriller", Post Production, English,226000000.0,175269998.8,RU,Kandahar
12/11/1963 ,68.0,"Western, Adventure", Released, German,137400000.0,478297686.2,DE,Winnetou 1: Apache Gold
03/04/2022 ,67.0,"Drama, Romance", Released, Japanese,53260004.0,22456368.0,JP,The Last 10 Years
11/20/2015 ,59.0,"Thriller, Crime, Drama", Released, English,7000000.0,386744.0,US,Criminal Activities
07/19/2014 ,48.0,"Drama, Comedy", Released, Japanese,104000000.0,904907413.0,JP,The Torture Club
03/06/2004 ,52.0,"Crime, Drama, Mystery", Released, English,2800000.0,5882400.8,US,Wild Things 2
08/13/1993 ,70.0,"Fantasy, Comedy, Romance", Released, English,28808000.0,16589540.0,US,Heart and Souls
01/28/2017 ,58.0,"Comedy, Mystery, Action, Adventure", Released, Chinese,65000000.0,254212245.0,CN,Kung Fu Yoga
12/09/1971 ,75.0,"Family, Fantasy, Comedy", Released, English,3000000.0,4065791.0,AU,Willy Wonka & the Chocolate Factory
09/19/2003 ,78.0,Drama, Released, Korean,27073270.6,8945072.0,KR,"Spring, Summer, Fall, Winter... and Spring"
09/09/2009 ,60.0,"Fantasy, Drama, Thriller", Released, English,10500000.0,4706919.0,GB,Dorian Gray
09/02/2010 ,61.0,"Drama, Crime", Released, English,70000000.0,134748021.0,AU,Wall Street: Money Never Sleeps
12/11/2003 ,60.0,Comedy, Released, English,45000000.0,155200000.0,AU,Scary Movie 3
09/20/2012 ,71.0,"Comedy, Romance, Fantasy, Drama", Released, English,8000000.0,9128263.0,AU,Ruby Sparks
01/13/2022 ,70.0,"Drama, Mystery, Thriller", Released, Indonesian,139800000.0,571361977.4,ID,Photocopier
09/11/2015 ,59.0,"Action, Thriller, Crime", Released, English,104600000.0,414937351.4,US,12 Rounds 3: Lockdown
09/28/2021 ,56.0,"Comedy, Family, Action, Science Fiction", Released, English,113800000.0,544513308.6,US,C.I.Ape
10/01/2019 ,65.0,War, Released, English,151200000.0,564310487.0,US,Jarhead: Law of Return
04/17/1999 ,72.0,"Animation, Thriller, Mystery", Released, Japanese,3768000.0,22951145.0,JP,Detective Conan: The Last Wizard of the Century
07/30/2009 ,67.0,"Action, Crime", Released, English,102500000.0,212282709.0,AU,Public Enemies
07/10/2021 ,59.0,"TV Movie, Thriller", Released, English,115000000.0,307075984.2,US,Framed by My Husband
01/09/1997 ,68.0,"Adventure, Action, Thriller", Released, English,55000000.0,38564422.0,AU,The Ghost and the Darkness
10/01/1993 ,66.0,Horror, Released, English,2000000.0,54207.0,US,Return of the Living Dead III
03/26/2015 ,68.0,"Romance, Fantasy, Family, Drama", Released, English,95000000.0,542351353.0,AU,Cinderella
05/04/2010 ,79.0,"Documentary, Horror", Released, English,108200000.0,362664416.2,US,Never Sleep Again: The Elm Street Legacy
10/11/2014 ,63.0,"Thriller, Romance", Released, English,17000000.0,3917679.0,US,Escobar: Paradise Lost
09/20/2004 ,60.0,"Animation, Action, Comedy, Family", Released, English,75000000.0,371741123.0,AU,Shark Tale
12/29/1939 ,73.0,"Drama, Romance, Horror", Released, English,100000000.0,325500000.0,US,The Hunchback of Notre Dame
07/13/2013 ,66.0,"Action, Adventure, Animation, Family", Released, Japanese,71200000.0,32300000.0,JP,Pokémon the Movie: Genesect and the Legend Awakened
04/19/2011 ,61.0,"Family, Music", Released, English,121000000.0,631443810.4,US,Sharpay's Fabulous Adventure
09/22/2011 ,59.0,"Thriller, Action, Mystery", Released, English,35000000.0,86648359.0,AU,Abduction
11/28/2011 ,59.0,"Fantasy, Action, Drama", Released, English,75000000.0,211562435.0,AU,Immortals
01/28/2017 ,68.0,"Drama, Mystery", Released, Japanese,91200000.0,251678636.0,JP,Antiporno
09/18/1976 ,66.0,"Action, Drama, History, War", Released, English,100000000.0,126815030.0,AU,Midway
07/29/2022 ,20.0,, Released, Chinese,12001040.0,38139010.0,US,Reclaim
02/25/1999 ,73.0,"Fantasy, Comedy, Drama", Released, English,60000000.0,49805462.0,AU,Pleasantville
03/16/1960 ,76.0,"Drama, Crime", Released, French,7000000.0,19910002.0,FR,Breathless
07/01/1977 ,72.0,"Drama, History, War", Released, English,26000000.0,50800000.0,AU,A Bridge Too Far
05/27/1988 ,64.0,"Comedy, Horror, Science Fiction", Released, English,2000000.0,43625095.0,US,Killer Klowns from Outer Space
08/21/1981 ,69.0,"Action, Adventure, Fantasy, Romance", Released, English,125000000.0,493214888.0,AU,Clash of the Titans
05/12/2022 ,58.0,"Science Fiction, Thriller, Horror", Released, English,15000000.0,15136870.0,AU,Firestarter
12/22/2022 ,55.0,Comedy, Released," Spanish, Castilian",70800000.0,591573175.2,MX,Mi suegra me odia
09/29/2005 ,74.0,"Science Fiction, Action, Adventure, Thriller", Released, English,39000000.0,40319440.0,AU,Serenity
05/26/2005 ,76.0,"Drama, History", Released, English,45000000.0,76665507.0,AU,Coach Carter
03/22/2019 ,10.0,Romance, Released, Korean,201940000.0,38157314.0,KR,Young Mom 2
11/27/1997 ,59.0,"Horror, Thriller, Mystery", Released, English,17000000.0,125250091.0,AU,I Know What You Did Last Summer
09/14/1994 ,80.0,"Drama, Mystery, Romance", Released, French,136000000.0,312438109.8,FR,Three Colors: Red
07/05/2008 ,74.0,"Drama, War", Released, Japanese,64000000.0,215463947.4,JP,Tombstone of the Fireflies
05/31/2018 ,62.0,"Fantasy, Drama", Released, English,15100000.0,97611784.2,AU,I Kill Giants
10/29/2020 ,63.0,Horror, Released, Portuguese,87000000.0,476680473.8,BR,A Gruta
12/26/2007 ,51.0,"Fantasy, Action, Science Fiction, Thriller, Horror", Released, English,40000000.0,130290885.0,AU,Aliens vs Predator: Requiem
09/30/2022 ,77.0,"Animation, Comedy, Romance, Music", Released, English,144260000.0,465274826.8,AU,Entergalactic
01/30/2003 ,70.0,"Drama, Thriller, Crime", Released, English,11000000.0,19947280.0,AU,Frailty
08/24/1985 ,50.0,"Thriller, Drama", Released, Japanese,165600000.0,372589869.0,JP,Flower and Snake 2: Sketch of Hell
02/19/1998 ,64.0,"Crime, Drama", Released, English,30000000.0,23461013.0,AU,Hoodlum
02/10/1994 ,42.0,"Drama, Comedy, Romance", Released, Cantonese,132500000.0,581650039.2,HK,Sex and the Emperor
01/13/2023 ,65.0,"Horror, Thriller", Released, English,54060000.0,492646395.4,US,The Devil Conspiracy
09/08/2013 ,57.0,"Horror, Thriller, Adventure", Released, English,1000000.0,12931420.0,CA,The Green Inferno
02/22/2007 ,56.0,Comedy, Released, English,10000000.0,159313561.0,AU,Norbit
01/05/2018 ,62.0,"Horror, Mystery, Thriller", Released, English,10000000.0,172811971.0,US,Insidious: The Last Key
11/27/2020 ,83.0,"Drama, Romance", Released, English,90000000.0,627851111.8,US,Life in a Year
02/07/1941 ,83.0,"Comedy, War", Released, English,2000000.0,11000000.0,AU,The Great Dictator
06/27/2002 ,65.0,"Comedy, Drama, Romance", Released, English,5000000.0,374890034.0,AU,My Big Fat Greek Wedding
12/08/1944 ,82.0,"Drama, Romance", Released, English,1039000.0,10564439.0,AU,Casablanca
12/06/2018 ,64.0,"Romance, Comedy", Released, English,15700000.0,63288854.0,AU,Second Act
08/02/2008 ,73.0,"Fantasy, Animation, Action", Released, Japanese,24070000.0,10600000.0,JP,Naruto Shippuden the Movie: Bonds
06/17/2011 ,66.0,"Drama, Romance", Released, English,4000000.0,1989035.0,US,The Art of Getting By
01/01/1999 ,0.0,History, Released, Italian,213940000.0,175269998.8,IT,Jesus
05/25/2017 ,66.0,"Adventure, Action, Fantasy", Released, English,230000000.0,794861794.0,AU,Pirates of the Caribbean: Dead Men Tell No Tales
07/11/2017 ,56.0,Family, Released, English,1000000.0,5199.0,US,Camp Cool Kids
05/08/2020 ,63.0,"Comedy, Horror", Released, English,83600000.0,373122738.8,US,Porno
08/28/2019 ,70.0,"Documentary, Music", Released, English,152000000.0,628779204.4,US,Travis Scott: Look Mom I Can Fly
01/19/2023 ,75.0,"Drama, Comedy", Released, English,110000000.0,63262638.0,AU,Babylon
12/01/2006 ,55.0,"Horror, Thriller", Released, English,10000000.0,14321070.0,US,Turistas
08/18/2011 ,53.0,"Adventure, Fantasy, Action", Released, English,20000000.0,79114085.0,AU,Conan the Barbarian
01/17/2018 ,66.0,"Horror, Mystery, Comedy", Released, English,5000000.0,125010260.0,AU,Happy Death Day
11/17/1978 ,34.0,"Adventure, Family, Science Fiction", Released, English,54600000.0,329856760.8,US,The Star Wars Holiday Special
07/07/1983 ,69.0,"Action, Adventure, Comedy, Crime", Released, Cantonese,81860000.0,586446551.2,HK,Winners & Sinners
11/07/2018 ,53.0,"Horror, Thriller, Action, Drama", Released, English,117200000.0,768648895.8,AU,Patient Zero
06/18/1987 ,65.0,"Action, Comedy, Crime", Released, English,20000000.0,276665036.0,AU,Beverly Hills Cop II
09/22/2017 ,54.0,"Fantasy, Action, Crime", Released, Finnish,1686858.0,1891907.0,FI,Rendel
09/03/2016 ,67.0,"Animation, Drama", Released, Japanese,80000000.0,274286661.6,JP,Planetarian: Hoshi no Hito
10/01/2009 ,68.0,"Animation, Family, Adventure, Fantasy", Released, English,71180000.0,392839573.2,AU,Tinker Bell and the Lost Treasure
09/24/2004 ,59.0,"Thriller, Drama, Mystery, Science Fiction", Released, English,50000000.0,117211892.0,US,The Forgotten
12/26/2017 ,68.0,"Adventure, Action, Comedy, Fantasy", Released, English,90000000.0,961632807.0,AU,Jumanji: Welcome to the Jungle
02/01/2019 ,59.0,"Adventure, Action, Thriller", Released, English,210000000.0,322459006.0,AU,Robin Hood
07/16/2016 ,75.0,"Animation, Adventure, Comedy, Fantasy, Action", Released, Japanese,103800000.0,449307017.0,JP,One Piece: Heart of Gold
12/03/2020 ,83.0,"Animation, Fantasy, Romance, Drama", Released, Japanese,7911023.8,20339624.0,AU,Violet Evergarden: The Movie
10/09/2001 ,40.0,Horror, Released, English,2500000.0,1240261.6,US,Children of the Corn: Revelation
08/05/2015 ,69.0,"Action, Comedy, Crime", Released, Korean,7528230.0,87970000.0,KR,Veteran
02/11/2020 ,39.0,"Science Fiction, Horror", Released, English,118800000.0,813941432.2,US,Alien Outbreak
06/19/2007 ,56.0,"Adventure, Action", Released, English,45000000.0,30822861.0,AU,Pathfinder
03/13/2020 ,52.0,"Horror, Thriller", Released, Polish,121600000.0,346296946.4,PL,Nobody Sleeps in the Woods Tonight
01/01/1993 ,79.0,Drama, Released, Chinese,28519270.6,5750000.0,HK,Farewell My Concubine
11/08/2008 ,68.0,"Comedy, Family", Released, English,120400000.0,461753653.4,US,iCarly: iGo to Japan
04/07/2023 ,0.0,"Comedy, Drama", Released, Turkish,193540000.0,175269998.8,TR,Mitat
01/27/2006 ,66.0,"Drama, Action", Released, English,26000000.0,17496992.0,US,Annapolis
06/07/2003 ,57.0,Horror, Released, English,103600000.0,134150172.6,US,Dracula II: Ascension
04/28/2005 ,50.0,"Action, Adventure, Crime, Mystery, Thriller", Released, English,60000000.0,71073932.0,AU,xXx: State of the Union
03/29/2008 ,66.0,"Action, Adventure, Drama, History, War", Released, German,18000000.0,2783332.0,DE,The Red Baron
01/18/2005 ,67.0,"Animation, Family", Released, English,112800000.0,356126924.8,US,Tom and Jerry Blast Off to Mars!
09/23/2016 ,54.0,Thriller, Released, English,13000000.0,3811826.8,US,I.T.
12/11/2008 ,63.0,"Fantasy, Drama, Romance", Released, English,37000000.0,402278564.0,AU,Twilight
09/15/2017 ,56.0,"Action, Drama, Thriller", Released, English,25300000.0,4526.0,US,Vengeance: A Love Story
09/27/2018 ,61.0,"Thriller, Horror", Released, Thai,107000000.0,247575382.6,TH,The Pool
09/28/1979 ,54.0,Comedy, Released, German,76000000.0,152911218.6,DE,Six Swedish Girls in a Boarding School
11/05/2000 ,58.0,"History, Drama, TV Movie", Released, English,178800000.0,235003236.8,US,Esther
01/10/2008 ,64.0,"Comedy, Romance", Released, English,30000000.0,160247805.0,AU,27 Dresses
09/23/2000 ,52.0,"Horror, Thriller", Released, Cantonese,121600000.0,346296946.4,HK,Naked Poison
11/19/2015 ,52.0,"Romance, Drama", Released, Korean,2000.0,8000.0,KR,Nice Sister-In-Law
12/29/1955 ,71.0,"Adventure, Drama, Family, Fantasy, Science Fiction, Action", Released, English,5000000.0,28200000.0,AU,"20,000 Leagues Under the Sea"
02/12/2014 ,59.0,"Animation, Comedy, Family", Released, English,55000000.0,110387072.0,AU,Free Birds
05/05/2005 ,56.0,"Family, Adventure, Comedy, Romance", Released, English,20000000.0,98114471.0,AU,Are We There Yet?
01/31/2020 ,73.0,"Animation, Comedy, Family", Released, English,90000000.0,761987823.8,US,Lamp Life
10/15/2015 ,70.0,"Crime, Thriller", Released, English,25000000.0,23506237.0,AU,Legend
04/01/2021 ,68.0,"Action, Drama", Released, Chinese,104900000.0,295956304.8,AU,Ip Man: Kung Fu Master
06/10/2005 ,51.0,"Adventure, Family, Science Fiction", Released, English,50000000.0,71992655.0,US,The Adventures of Sharkboy and Lavagirl
01/01/2023 ,56.0,Western, Released, English,80300000.0,321306715.6,AU,The Last Manhunt
06/14/2018 ,75.0,"Action, Thriller, Science Fiction", Released, English,3000000.0,16976561.0,AU,Upgrade
07/30/2015 ,58.0,"Comedy, Romance", Released, English,35000000.0,141123897.0,AU,Trainwreck
12/26/2002 ,57.0,"Thriller, Action, Comedy, Science Fiction", Released, English,60000000.0,104429625.0,AU,The Tuxedo
03/31/2022 ,76.0,"Action, Adventure, Family, Comedy", Released, English,90000000.0,405421518.0,AU,Sonic the Hedgehog 2
07/17/2020 ,70.0,"Drama, Romance", Released, Korean,62200000.0,606036971.0,KR,R-Rated Idol Seung-ha's Sex Scandal
01/13/1972 ,72.0,"Western, Adventure, Drama, Action", Released, English,6000000.0,7500000.0,US,The Cowboys
06/20/2002 ,73.0,"Action, Thriller, Science Fiction, Mystery", Released, English,102000000.0,358824714.0,AU,Minority Report
11/04/1999 ,65.0,"Action, Comedy, Crime", Released, English,36000000.0,117448157.0,AU,Blue Streak
09/23/2022 ,62.0,"Crime, Drama, Thriller", Released, English,115000000.0,484414431.0,US,Bandit
02/16/2023 ,63.0,"Science Fiction, Adventure, Action", Released, English,200000000.0,466001332.0,AU,Ant-Man and the Wasp: Quantumania
05/07/2021 ,63.0,"Comedy, Drama", Released, English,5000000.0,213462544.6,US,Mainstream
03/25/2011 ,60.0,"Animation, Family", Released, English,3263585.8,71594792.0,US,A Turtle's Tale: Sammy's Adventures
11/13/2004 ,65.0,"Animation, Comedy, Family, Action", Released, English,86140000.0,577554056.4,US,Mulan II
09/02/2019 ,83.0,"TV Movie, Animation, Science Fiction, Action, Adventure, Comedy, Drama, Fantasy, Music", Released, English,149200000.0,1180869057.8,AU,Steven Universe: The Movie
11/14/2019 ,80.0,"Drama, Action, History", Released, English,97600000.0,225508210.0,AU,Ford v Ferrari
04/16/1981 ,62.0,"Science Fiction, Adventure, Fantasy, Action, Comedy", Released, English,35000000.0,27176976.0,AU,Flash Gordon
06/15/2022 ,72.0,"Comedy, Drama", Released, English,118000000.0,504735548.8,US,Jerry & Marge Go Large
05/12/2005 ,72.0,Drama, Released, English,7303082.0,101173038.0,AU,Crash
04/13/1994 ,68.0,"Comedy, Crime, Thriller", Released, English,13000000.0,7881335.0,US,Serial Mom
03/09/1994 ,66.0,"Mystery, Drama, Thriller, Crime, Action", Released, English,45000000.0,187995859.0,AU,The Pelican Brief
12/02/2022 ,80.0,Drama, Released, English,120000000.0,0.0,US,Emancipation
05/13/2011 ,45.0,"Comedy, Drama", Released," Spanish, Castilian",1243777.2,5723917.0,AU,"Sex, Party and Lies"
12/13/2010 ,68.0,"Animation, Family, Comedy", Released, English,112200000.0,663675216.8,US,Minions: Home Makeover
03/04/2021 ,79.0,"Animation, Family, Fantasy, Action, Adventure", Released, English,100000000.0,130423032.0,AU,Raya and the Last Dragon
12/14/2007 ,68.0,"Comedy, Family, Fantasy, Romance", Released, English,85000000.0,340384141.0,AU,Enchanted
12/03/2021 ,70.0,"Animation, Comedy, Family", Released, English,111000000.0,294668448.4,GB,Shaun the Sheep: The Flight Before Christmas
07/29/2021 ,75.0,"Action, Adventure, Fantasy", Released, English,200000000.0,210469803.0,AU,Jungle Cruise
05/04/2018 ,68.0,"Thriller, Crime, Horror", Released, English,25840900.0,3435047.0,US,Bad Samaritan
01/31/2013 ,70.0,"Thriller, Drama, History", Released, English,52500000.0,134612435.0,AU,Zero Dark Thirty
03/31/2010 ,72.0,"Drama, Family, Romance", Released, English,20000000.0,92678948.0,US,The Last Song
11/09/2006 ,65.0,"Action, Comedy, Documentary", Released, English,11000000.0,72778712.0,AU,Jackass Number Two
04/19/2007 ,71.0,"Action, Drama, Mystery, Thriller, Crime", Released, English,60000000.0,95538560.0,AU,Shooter
08/26/1981 ,58.0,"Comedy, Romance", Released, English,2800000.0,26279000.0,US,Private Lessons
03/05/1987 ,77.0,"Drama, War, Action", Released, English,6000000.0,137978395.0,AU,Platoon
03/03/2023 ,20.0,Romance, Released, Tagalog,12001040.0,38139010.0,PH,Upuan
08/20/1990 ,65.0,"Drama, Science Fiction, Horror", Released, English,26000000.0,61308153.0,AU,Flatliners
02/11/2017 ,60.0,"Drama, TV Movie", Released, English,127200000.0,410122022.6,US,From Straight A's to XXX
01/15/1957 ,79.0,"Drama, History", Released, Japanese,28519270.6,13422.0,US,Throne of Blood
05/30/2013 ,74.0,"Drama, Romance", Released, English,7000000.0,26533200.0,AU,The Great Gatsby
05/30/2019 ,73.0,"Music, Drama, History", Released, English,41000000.0,192133784.0,AU,Rocketman
02/14/1992 ,40.0,"Drama, Romance, Thriller", Released, English,101800000.0,858637629.0,AU,Zandalee
10/17/2003 ,63.0,"Thriller, Crime, Drama", Released, English,50000000.0,55489826.0,AU,Out of Time
03/29/2019 ,80.0,"Action, Animation, Fantasy", Released, Japanese,129000000.0,645532173.4,JP,Demon Slayer: Kimetsu no Yaiba Sibling's Bond
05/17/2016 ,58.0,"Action, Horror, Science Fiction", Released, English,1000000.0,51647856.4,US,Cyborg X
03/04/2022 ,60.0,"Action, Thriller, Crime", Released, English,5000000.0,98616.0,US,A Day to Die
03/27/2019 ,63.0,"Thriller, Horror, Comedy", Released, English,7000000.0,2852759.0,AU,Assassination Nation
07/16/1981 ,60.0,"Drama, History, Romance", Released, English,17500000.0,23438120.0,AU,Caligula
04/08/2021 ,60.0,"Science Fiction, Thriller", Released, English,29000000.0,4131781.0,AU,Voyagers
10/05/2022 ,69.0,Documentary, Released, Thai,111600000.0,767228967.6,TH,The Trapped 13: How We Survived The Thai Cave
08/06/2000 ,64.0,"Action, Crime, Thriller", Released, English,90000000.0,237202299.0,AU,Gone in Sixty Seconds
03/30/1994 ,65.0,"Animation, Family, Fantasy, Romance, Music", Released, English,28000000.0,11373501.0,US,Thumbelina
04/19/1984 ,67.0,"Comedy, Crime", Released, English,4500000.0,81198894.0,AU,Police Academy
10/29/2018 ,72.0,"Drama, Romance, History", Released, English,12000000.0,242115.0,AU,Ophelia
07/28/2022 ,72.0,Drama, Released, French,3000000.0,97730594.4,AU,Full Time
10/08/2021 ,56.0,"Action, Thriller, Crime", Released, English,125600000.0,403087774.0,US,Survive the Game
12/07/2018 ,59.0,"Horror, Thriller, TV Movie", Released, English,213400000.0,404133273.8,US,Pooka!
10/13/2022 ,65.0,"Mystery, Fantasy, Thriller, Science Fiction", Released, English,125200000.0,551186546.6,AU,Mona Lisa and the Blood Moon
02/10/2022 ,49.0,"Romance, Drama", Released, French,3001100.0,75167.0,AU,Simple Passion
10/31/1991 ,47.0,"Fantasy, Science Fiction", Released, English,30000000.0,15556340.0,AU,Highlander II: The Quickening
09/02/2021 ,68.0,"Fantasy, Comedy, Drama", Released, English,53400000.0,315069539.8,AU,Afterlife of the Party
01/05/2023 ,62.0,"Horror, Thriller", Released, English,5088225.8,356840.0,US,Play Dead
06/14/2013 ,74.0,Documentary, Released, English,79500000.0,708023892.4,US,Grounded: Making The Last of Us
10/27/2000 ,74.0,Drama, Released, Italian,902001.4,14493284.0,IT,Malena
05/02/1986 ,63.0,Action, Released, English,2358225.8,4662137.0,US,"No Retreat, No Surrender"
03/31/1983 ,69.0,"Horror, Comedy", Released, English,8000000.0,20036244.0,AU,Creepshow
04/20/2023 ,74.0,"Horror, Thriller", Released, English,132500000.0,469254456.2,AU,Evil Dead Rise
11/03/1998 ,48.0,"Family, Comedy", Released, English,6000000.0,3895290.8,US,Richie Rich's Christmas Wish
07/29/2022 ,79.0,Comedy, Released, English,20000000.0,325823994.8,AU,Honor Society
