date_x,score,genre,status,orig_lang,budget_x,revenue,country,names
06/30/2004 ,72.0,"Action, Adventure, Fantasy", Released, English,200000000.0,794697557.0,AU,Spider-Man 2
10/20/2005 ,59.0,"Action, Thriller, Adventure, Crime", Released, English,50000000.0,41982227.0,AU,Into the Blue
11/26/2015 ,67.0,"Science Fiction, Animation", Released, Japanese,4301620.0,101203.0,AU,Ghost in the Shell: The New Movie
05/03/2022 ,71.0,Documentary, Released, English,90100000.0,414551647.4,US,Spider-Man: All Roads Lead to No Way Home
01/15/2016 ,56.0,"Thriller, Action, Adventure, Crime", Released," Spanish, Castilian",134298000.0,341476740.4,MX,Chapo: El Escape Del Siglo
07/13/1995 ,61.0,"Action, Adventure, Drama, Romance", Released, English,75000000.0,127361412.0,AU,First Knight
08/29/2003 ,72.0,"Western, Action, Drama", Released, English,26000000.0,68613992.0,US,Open Range
03/03/2016 ,66.0,"Action, Drama, History, Thriller", Released, English,70000000.0,49252761.0,AU,The Finest Hours
06/12/2014 ,63.0,"Crime, Drama", Released, English,8500000.0,3180252.0,AU,The Rover
07/22/2015 ,72.0,"Adventure, Animation, Family", Released, English,73800000.0,394200421.4,AU,Tinker Bell and the Legend of the NeverBeast
05/16/2019 ,74.0,"Action, Thriller, Crime", Released, English,55000000.0,326709727.0,AU,John Wick: Chapter 3 - Parabellum
12/01/1997 ,0.0,"Drama, Fantasy", Released, Cantonese,199600000.0,175269998.8,HK,Erotic Ghost Story V
09/14/2012 ,57.0,"Thriller, Drama, Horror", Released, English,4581468.0,1181929.0,GB,When the Lights Went Out
05/15/1977 ,51.0,"Comedy, Drama", Released, English,132200000.0,249632395.4,US,Young Lady Chatterley
08/09/2018 ,63.0,"Horror, Thriller, Mystery", Released, English,1000000.0,16434588.0,AU,Unfriended: Dark Web
02/20/1996 ,59.0,"Science Fiction, Horror", Released, Japanese,105800000.0,216113745.0,JP,Splatter: Naked Blood
03/31/2022 ,77.0,"Animation, Action, Adventure, Crime, Comedy, Family", Released, English,70000000.0,250659286.0,AU,The Bad Guys
03/09/2023 ,70.0,"Drama, Comedy, Romance, Crime", Released, French,14000000.0,306869795.2,AU,Masquerade
01/14/2021 ,69.0,"Drama, History", Released, English,116000000.0,887668759.2,AU,The Dig
09/30/2022 ,67.0,"Fantasy, Family, Horror, Adventure", Released, English,90200000.0,93434.0,US,Spirit Halloween: The Movie
07/29/2021 ,46.0,"Horror, Drama", Released," Spanish, Castilian",66500000.0,865251451.2,CO,Tarumama
05/22/2020 ,63.0,Thriller, Released, English,94000000.0,321279166.8,US,Inheritance
08/12/2019 ,72.0,"Action, Animation, Crime, Mystery", Released, English,150200000.0,527876612.0,AU,Batman: Hush
06/20/2014 ,64.0,"Comedy, Romance", Released, English,24000000.0,70027933.0,US,Think Like a Man Too
05/11/2022 ,65.0,"Action, Thriller", Released, English,43967862.6,2122288.0,AU,The Contractor
02/08/2012 ,72.0,Drama, Released, English,81200000.0,472749495.2,DE,Fucking Different XXX
02/17/2023 ,20.0,Drama, Released, Tagalog,12001040.0,38139010.0,PH,Lagaslas
09/24/2015 ,60.0,"Fantasy, Adventure, Family, Action", Released, English,150000000.0,151525973.0,AU,Pan
10/21/2021 ,75.0,"Action, Drama, History", Released, English,100000000.0,30080003.0,AU,The Last Duel
12/02/2004 ,74.0,"Horror, Mystery, Crime", Released, English,1200000.0,103880027.0,AU,Saw
01/31/2023 ,71.0,Documentary, Released, English,90100000.0,414551647.4,US,"Pamela, A Love Story"
01/21/1995 ,74.0,"Fantasy, Adventure, Comedy", Released, Cantonese,10192000.0,3237520.0,HK,A Chinese Odyssey Part One: Pandora's Box
10/13/2022 ,65.0,"Action, Thriller, Horror", Released, Korean,115200000.0,220908446.2,AU,Project Wolf Hunting
08/25/1971 ,70.0,"History, Drama, Comedy", Released, Italian,53380000.0,428057755.8,IT,The Decameron
10/10/2014 ,58.0,"Drama, Thriller", Released, English,5000000.0,17499242.0,US,Addicted
11/03/1995 ,64.0,"Drama, Romance, War", Released, Swedish,78000000.0,251777647.4,SE,All Things Fair
11/13/2014 ,68.0,"Drama, Crime", Released, English,12600000.0,19054534.0,AU,The Drop
06/08/2018 ,0.0,Romance, Released, Korean,181600000.0,175269998.8,KR,Dream of JINSIA
01/13/2022 ,67.0,"Horror, Mystery, Thriller", Released, English,15000000.0,173046640.0,AU,Scream
03/21/2008 ,66.0,"Family, Adventure, Fantasy", Released, English,92500000.0,162839667.0,AU,The Spiderwick Chronicles
01/27/2023 ,60.0,Horror, Released, English,146740000.0,301123555.2,GB,Unwelcome
10/28/2021 ,70.0,"Horror, Thriller", Released, Thai,29296922.0,7230000.0,TH,The Medium
02/19/1964 ,74.0,"Drama, Romance", Released, French,7.0,35096415.4,FR,The Umbrellas of Cherbourg
07/31/2016 ,75.0,"Fantasy, Animation, Family", Released, Chinese,9037504.6,3916195.0,CN,Throne of Elves
01/23/2004 ,70.0,"Fantasy, Drama, Romance", Released, English,532673.0,3000000.0,US,If Only
08/10/2016 ,73.0,"Thriller, Drama, Action", Released, Korean,1000000.0,22418385.8,KR,Tunnel
01/18/2019 ,58.0,"Action, Adventure, Thriller", Released, English,121000000.0,261081731.0,US,Close
07/23/2010 ,65.0,"Comedy, Family", Released, English,15000000.0,27469621.0,US,Ramona and Beezus
02/02/2001 ,55.0,"Horror, Thriller", Released, English,10000000.0,20384136.0,US,Valentine
05/09/2014 ,61.0,Drama, Released, English,1000000.0,1156309.0,US,Palo Alto
12/09/2016 ,67.0,"Horror, Mystery", Released, English,24570496.6,5972942.0,AU,The Autopsy of Jane Doe
04/04/2002 ,60.0,"Comedy, Romance", Released, English,6000000.0,39241323.0,AU,National Lampoon's Van Wilder
06/07/2001 ,69.0,"Action, War, History, Romance, Drama", Released, English,151500000.0,449239853.0,AU,Pearl Harbor
05/15/2006 ,74.0,"Mystery, Animation, Family, Adventure, Comedy, Fantasy", Released, English,117400000.0,555652579.8,AU,Scooby-Doo! in Where's My Mummy?
02/17/2021 ,76.0,"Comedy, Action, Thriller", Released, Korean,98200000.0,881835095.6,KR,Mission: Possible
08/05/2021 ,80.0,"Drama, Music, Romance", Released, English,10000000.0,2237618.0,AU,CODA
09/17/2015 ,53.0,"Mystery, Drama", Released, Thai,139800000.0,421303732.6,TH,Mae Bia
11/08/2002 ,48.0,"Drama, Thriller", Released, Korean,74200000.0,937727043.8,KR,Ardor
12/11/2020 ,63.0,"Romance, Comedy, Animation", Released, Japanese,162940000.0,890454742.6,JP,Marudase Kintarou
12/26/2019 ,81.0,"Comedy, War, Drama", Released, English,14000000.0,86878073.0,AU,Jojo Rabbit
09/24/2009 ,65.0,"Adventure, Fantasy, Drama, Science Fiction, Romance, Family", Released, English,32000000.0,7162618.0,AU,The Secret of Moonacre
12/03/2010 ,78.0,"Romance, Drama", Released," Spanish, Castilian",99600000.0,555598357.2,ES,Three Steps Above Heaven
03/30/2022 ,66.0,"Action, Adventure, Comedy", Released, English,74000000.0,182921990.0,AU,The Lost City
12/17/1982 ,72.0,"Comedy, Romance", Released, English,15000000.0,177200262.0,US,Tootsie
02/01/1984 ,82.0,"Action, Crime, Drama", Released, English,25000000.0,44942821.0,AU,Scarface
04/26/1958 ,83.0,"Drama, War", Released, English,935000.0,69530233.0,AU,Paths of Glory
07/01/1984 ,55.0,"Adventure, Fantasy, Action, Science Fiction", Released, English,35000000.0,14296438.0,AU,Supergirl
09/19/2018 ,71.0,"Horror, Music", Released, French,2940457.0,1088907.0,FR,Climax
03/31/2010 ,59.0,"Horror, Comedy", Released, English,16000000.0,31943401.0,AU,Jennifer's Body
07/03/2003 ,69.0,"Family, Animation, Adventure, Comedy, Fantasy, Action", Released, English,60000000.0,80767884.0,AU,Sinbad: Legend of the Seven Seas
09/15/2011 ,47.0,"Family, Comedy, Action", Released, English,27000000.0,80681183.0,AU,Spy Kids: All the Time in the World
04/04/2023 ,0.0,"Action, Drama", Released," Spanish, Castilian",183540000.0,178359863.0,US,The Fist of the Condor
06/16/2011 ,57.0,"Horror, Mystery, Science Fiction", Released, English,4000000.0,6747342.0,US,Quarantine 2: Terminal
12/14/1989 ,71.0,"Action, Comedy, Drama", Released, Cantonese,26662400.0,4762337.0,HK,God of Gamblers
10/01/2021 ,56.0,"Horror, Thriller", Released, English,130200000.0,390377803.8,AU,Black as Night
04/06/2006 ,67.0,"Animation, Family, Comedy, Adventure", Released, English,75000000.0,651899282.0,AU,Ice Age: The Meltdown
10/21/2016 ,59.0,"Mystery, Horror, Science Fiction", Released, English,7001468.0,151042.0,CA,The Void
03/25/2022 ,67.0,"Animation, Comedy, Adventure, Family", Released, English,143000000.0,508164908.0,AU,The Ice Age Adventures of Buck Wild
10/10/1975 ,64.0,Horror, Released, English,179000.0,1000000.0,CA,Shivers
10/20/1976 ,74.0,"Family, Animation, Comedy, Adventure", Released, French,92500000.0,540305844.8,FR,The Twelve Tasks of Asterix
03/27/2018 ,71.0,"Science Fiction, Action, Animation", Released, English,148800000.0,745991790.4,AU,Suicide Squad: Hell to Pay
12/05/2013 ,60.0,"Romance, Drama, Comedy", Released, Korean,109600000.0,520431822.2,KR,Love Lesson
08/10/2001 ,56.0,"Mystery, Adventure, Comedy, Romance, Drama", Released, English,16000000.0,30987695.0,AU,Joe Dirt
12/22/1983 ,72.0,"Action, Comedy, Adventure", Released, Cantonese,120600000.0,505740474.2,HK,Project A
01/21/2007 ,53.0,"Animation, Family", Released, English,20000000.0,50224557.8,AU,The Magic Roundabout
03/24/2011 ,62.0,"Action, Science Fiction, TV Movie", Released, English,105400000.0,566928126.8,US,Collision Earth
06/13/2019 ,70.0,"War, Drama, Romance", Released, English,20000000.0,8969227.0,AU,Tolkien
08/28/2018 ,82.0,"Animation, Adventure, Crime, Family, Comedy", Released, English,235000000.0,908565495.4,US,Scooby-Doo! and the Gourmet Ghost
11/17/2006 ,58.0,"Fantasy, Horror", Released, English,71600000.0,657398006.0,US,Wicked Little Things
01/23/2018 ,73.0,"Drama, Comedy", Released, English,10000000.0,80120944.0,AU,Lady Bird
11/24/2010 ,75.0,"Fantasy, Animation, Action, Thriller, Family", Released, English,129600000.0,635714642.0,US,Firebreather
04/16/2014 ,67.0,Drama, Released, English,12000000.0,101332962.0,US,Heaven Is for Real
02/23/2020 ,64.0,"Animation, Drama, Adventure, Fantasy", Released, English,151400000.0,548528147.4,AU,Away
12/13/2002 ,61.0,"Comedy, Drama", Released, Korean,63600000.0,580471102.4,KR,Sex Is Zero
07/19/2013 ,69.0,"Family, Music, TV Movie, Comedy", Released, English,8000000.0,0.0,US,Teen Beach Movie
06/26/2003 ,59.0,"Comedy, Family", Released, English,60000000.0,164285587.0,AU,Daddy Day Care
02/11/1983 ,64.0,"Animation, Romance, Science Fiction, Comedy, Family", Released, Japanese,82400000.0,421156804.4,JP,Urusei Yatsura: Only You
08/11/1989 ,54.0,"Horror, Thriller", Released, English,6000000.0,22168359.0,US,A Nightmare on Elm Street: The Dream Child
11/21/1996 ,57.0,"Comedy, Crime, Action", Released, English,25000000.0,22611954.0,AU,Bulletproof
02/25/2022 ,55.0,"Action, Thriller, Crime, Mystery", Released, English,176400000.0,247906129.4,US,Gasoline Alley
02/14/1991 ,79.0,"Adventure, Drama, Western", Released, English,19000000.0,424208805.0,AU,Dances with Wolves
06/08/2016 ,62.0,Drama, Released, English,110800000.0,408974526.0,US,100 Streets
08/30/2021 ,78.0,"Animation, Action, Fantasy", Released, English,116000000.0,788968355.6,AU,Mortal Kombat Legends: Battle of the Realms
11/17/2022 ,58.0,"Romance, Comedy", Released, English,157600000.0,277948016.0,US,Christmas with You
02/05/1993 ,66.0,"Drama, Romance", Released, English,42910000.0,7532911.0,GB,Damage
04/06/2023 ,0.0,"Action, Comedy", Released, Thai,198000000.0,175269998.8,TH,Thunder Monk
08/05/2022 ,60.0,Comedy, Released, English,17000000.0,13071438.0,US,Easter Sunday
01/22/2001 ,64.0,"Mystery, Drama, Thriller, Romance, War", Released, English,42360000.0,15705007.0,US,Enigma
09/17/2009 ,55.0,"Animation, Family, Fantasy, Action, Adventure, Comedy", Released, English,150000000.0,292817841.0,AU,G-Force
08/02/2015 ,63.0,Comedy, Released, English,6548225.8,3214116.0,AU,Sleeping with Other People
12/07/2006 ,75.0,"Adventure, Action, Thriller", Released, English,12000000.0,41744718.0,AU,Casino Royale
05/26/2022 ,63.0,"Horror, Fantasy", Released, Finnish,3896000.0,490000.0,AU,Hatching
02/14/1931 ,72.0,"Horror, Drama, Fantasy", Released, English,355000.0,700000.0,US,Dracula
07/21/2023 ,0.0,Comedy, Post Production, English,175000000.0,178359863.0,US,Barbie
04/29/2022 ,69.0,Drama, Released," Catalan, Valencian",95000000.0,406434252.2,ES,Alcarràs
08/23/2021 ,76.0,"Animation, Action, Fantasy", Released, English,155000000.0,851049145.4,AU,The Witcher: Nightmare of the Wolf
12/05/1963 ,77.0,"Comedy, Mystery, Romance", Released, English,4000000.0,13475000.0,US,Charade
05/16/1996 ,68.0,"Crime, Action, Comedy, Thriller", Released, Cantonese,7500000.0,36238752.0,AU,Rumble in the Bronx
06/13/1991 ,78.0,"Animation, Family, Fantasy, Adventure", Released, Japanese,6900000.0,4493017.0,AU,Kiki's Delivery Service
09/19/2019 ,67.0,"Adventure, Comedy, Family, Fantasy", Released, English,49000000.0,120592276.0,AU,Dora and the Lost City of Gold
03/29/2018 ,76.0,"Science Fiction, Adventure, Action", Released, English,150000000.0,579055653.0,AU,Ready Player One
05/22/2020 ,35.0,Romance, Released, Korean,47270000.0,329856760.8,KR,Pizza Dare 2
05/31/1984 ,70.0,"Action, Comedy, Drama", Released," Spanish, Castilian",117780000.0,581124959.8,MX,Peter Knife
05/02/1985 ,71.0,"Crime, Drama, Romance, Thriller", Released, English,12000000.0,65532576.0,AU,Witness
12/25/2020 ,82.0,"Animation, Family, Comedy, Fantasy, Drama", Released, English,150000000.0,136384442.0,AU,Soul
10/16/1992 ,67.0,"Drama, Romance", Released, English,8000000.0,2721534.0,US,Wuthering Heights
03/07/2018 ,61.0,"Drama, Horror, Thriller", Released, French,214800000.0,692152526.4,FR,The Night Eats the World
04/08/2023 ,0.0,"Drama, Romance", Released, Tagalog,185534545.8,178359863.0,PH,Love You Long Time
08/06/2021 ,74.0,"Animation, Family, Comedy", Released, English,125000000.0,1139731798.4,AU,Vivo
10/11/2005 ,69.0,"Family, Animation, Comedy, Action, Adventure", Released, English,123440000.0,705791389.6,US,Tom and Jerry: The Fast and the Furry
04/08/2004 ,66.0,"Mystery, Thriller", Released, English,40000000.0,92110539.0,AU,Secret Window
11/02/2002 ,74.0,"Action, Science Fiction", Released, Japanese,8500000.0,16000000.0,JP,Godzilla Against MechaGodzilla
10/08/2016 ,44.0,"Science Fiction, Horror, Action", Released, English,74100000.0,852389639.0,US,Day of Reckoning
04/10/2019 ,60.0,"Horror, Drama, Thriller, Fantasy", Released, English,6320000.0,2325977.0,US,The Silence
03/03/2023 ,62.0,"Thriller, Action", Released," Spanish, Castilian",73800000.0,370426090.8,CL,Sayen
05/18/2017 ,73.0,"Action, Thriller, Crime", Released, English,40000000.0,171539887.0,AU,John Wick: Chapter 2
08/01/1962 ,64.0,History, Released, English,63260000.0,431611098.0,US,The 300 Spartans
07/18/1997 ,60.0,"Fantasy, Horror", Released, English,26000000.0,25798931.2,US,Snow White: A Tale of Terror
07/08/1999 ,67.0,"Drama, Romance, Comedy", Released, English,35000000.0,26613620.0,AU,Blast from the Past
08/13/2022 ,78.0,"Music, Comedy", Released, English,70000.0,23889705.6,US,South Park: The 25th Anniversary Concert
12/09/2022 ,64.0,Drama, Released, Tagalog,80400000.0,411716817.2,PH,Pamasahe
02/08/1915 ,61.0,"Drama, History, War", Released, English,110000.0,11000000.0,US,The Birth of a Nation
01/01/2013 ,74.0,"Adventure, Drama", Released, English,120000000.0,619310368.0,AU,Life of Pi
01/01/1999 ,64.0,"Science Fiction, Action, Adventure, Thriller", Released, English,70000000.0,117800000.0,AU,Star Trek: Insurrection
09/21/1995 ,73.0,"Comedy, Romance", Released, English,13700000.0,57956568.0,AU,Clueless
11/27/2016 ,67.0,"Comedy, Horror, Thriller", Released, English,50168000.0,176288.0,AU,Better Watch Out
11/11/2019 ,65.0,"Drama, Thriller", Released, English,45060000.0,1012932.0,GB,Night Hunter
12/07/1995 ,80.0,"Animation, Adventure, Family, Comedy", Released, English,30000000.0,365270951.0,AU,Toy Story
12/26/2001 ,84.0,"Adventure, Fantasy, Action", Released, English,93000000.0,891216824.0,AU,The Lord of the Rings: The Fellowship of the Ring
02/17/2023 ,66.0,"Comedy, Romance", Released," Spanish, Castilian",63800000.0,408505847.8,ES,My Father's Mexican Wedding
11/23/1923 ,68.0,Drama, Released, English,13500000.0,85433929.0,US,The Ten Commandments
05/23/2013 ,62.0,Comedy, Released, English,103000000.0,362000072.0,AU,The Hangover Part III
10/02/2003 ,60.0,"Fantasy, Action, Thriller, Science Fiction", Released, English,78000000.0,179265204.0,AU,The League of Extraordinary Gentlemen
11/30/2006 ,71.0,"Action, Adventure, Drama", Released, English,70000000.0,94973540.0,AU,The Guardian
12/14/2022 ,79.0,"Animation, Adventure, Comedy, Family", Released," Spanish, Castilian",113880000.0,604874932.2,MX,A Frozen Rooster
08/11/2016 ,67.0,"Action, Drama, History, War", Released, English,50000000.0,23237252.0,AU,Free State of Jones
11/05/1999 ,74.0,"Animation, Comedy, Mystery, Family, Fantasy", Released, English,117400000.0,526368947.2,US,Scooby-Doo! and the Witch's Ghost
03/13/2018 ,66.0,"Thriller, Drama, Horror", Released, English,37117129.0,14097.0,AU,Radius
12/17/2008 ,56.0,"Drama, Science Fiction, Thriller", Released, English,1200000.0,3700000.0,AU,The Day the Earth Stood Still
07/15/2022 ,76.0,"Music, Fantasy, Comedy, Science Fiction, Family, TV Movie", Released, English,36000000.0,141613530.8,AU,Z-O-M-B-I-E-S 3
03/29/2012 ,64.0,"Comedy, Drama", Released," Spanish, Castilian",115500000.0,365470598.0,CL,Young and Wild
05/01/1991 ,68.0,"Drama, Thriller, Crime", Released, French,89180000.0,511934839.4,US,Carne
11/20/2022 ,40.0,"TV Movie, Drama", Released, English,112800000.0,836011985.4,US,A Waltons Thanksgiving
01/01/2015 ,56.0,Comedy, Released, English,40000000.0,156553592.0,AU,Dumb and Dumber To
04/29/2021 ,77.0,"Action, Crime, Thriller", Released, English,40000000.0,103913405.0,AU,Wrath of Man
02/11/2005 ,66.0,"History, Documentary", Released, English,2000000.0,691880.0,US,Inside Deep Throat
03/03/2016 ,70.0,"Crime, Drama, Mystery, Thriller", Released, Danish,5210000.0,5900000.0,DK,A Conspiracy of Faith
03/01/1988 ,58.0,"Comedy, Horror", Released, English,23000.0,50285165.2,US,Hollywood Chainsaw Hookers
03/07/2013 ,59.0,"Fantasy, Adventure, Family", Released, English,200000000.0,490359051.0,AU,Oz the Great and Powerful
11/16/2018 ,70.0,"Romance, Comedy", Released, English,94100000.0,683545513.4,US,The Princess Switch
03/08/2023 ,68.0,"Romance, Comedy", Released, German,52900000.0,368167712.6,DE,Faraway
01/03/2002 ,62.0,"Adventure, Comedy", Released, English,48000000.0,86607223.0,AU,Rat Race
11/16/2013 ,71.0,"Romance, Drama", Released, French,4300000.0,10165694.0,AU,Blue Is the Warmest Color
05/26/2021 ,61.0,"Horror, Science Fiction, Drama, Thriller", Released, French,2886392.4,700000.0,FR,Meander
07/12/1988 ,63.0,"Action, Crime, Thriller", Released, English,20000000.0,37903295.0,US,The Dead Pool
04/14/2023 ,0.0,"Animation, Action, Crime, Mystery", In Production, Japanese,231940000.0,175269998.8,JP,Detective Conan: Black Iron Submarine
02/28/1991 ,74.0,"Crime, Drama, Thriller", Released, English,54000000.0,136766062.0,AU,The Godfather Part III
10/06/2017 ,57.0,"Horror, Mystery, Thriller", Released, English,5660000.0,6554322.0,US,The Crucifixion
12/02/2021 ,65.0,"Romance, Comedy", Released, English,81000000.0,383536021.0,US,Single All the Way
10/07/1994 ,51.0,"Fantasy, Animation, Science Fiction, Family", Released, English,23000000.0,71368.0,US,A Troll in Central Park
05/12/2014 ,77.0,"Action, Adventure, Drama, Fantasy, Animation", Released, Japanese,124200000.0,640997166.4,AU,Berserk: The Golden Age Arc III - The Advent
08/20/2015 ,74.0,"Action, Drama", Released, English,30000000.0,94156456.0,AU,Southpaw
09/20/2018 ,62.0,"Fantasy, Family, Comedy", Released, English,42000000.0,131523093.0,AU,The House with a Clock in Its Walls
08/21/2020 ,79.0,"Drama, Romance", Released, English,9300000.0,3117681.0,US,Words on Bathroom Walls
11/15/2014 ,64.0,"Action, Animation, Science Fiction", Released, Japanese,61002587.6,258021218.0,JP,Expelled from Paradise
03/01/1963 ,83.0,"Crime, Drama, Mystery, Thriller", Released, Japanese,250000.0,73294091.6,JP,High and Low
08/25/2022 ,51.0,"Romance, Comedy", Released, English,71600000.0,618529101.8,US,That's Amor
04/22/2022 ,57.0,"Comedy, Family", Released," Spanish, Castilian",5308245.0,3468053.0,AU,The Kids Are Alright: Destination Asturias
02/19/2020 ,72.0,"Mystery, Thriller, Crime, Comedy, Drama", Released, Korean,26268000.0,5707415.0,KR,Beasts Clawing at Straws
01/18/2010 ,50.0,Drama, Released, French,151600000.0,665194474.0,FR,Student Services
05/07/2009 ,60.0,"Fantasy, Comedy, Romance", Released, English,37500000.0,102223269.0,AU,Ghosts of Girlfriends Past
06/26/2009 ,66.0,"Family, TV Movie, Comedy, Drama", Released, English,119100000.0,606874004.8,US,Princess Protection Program
02/15/2021 ,83.0,"Animation, Comedy, Fantasy, Adventure, Family", Released," Spanish, Castilian",109200000.0,728382406.2,MX,Legend Quest: The Origin
09/28/2006 ,55.0,"Family, Animation", Released, English,80000000.0,99010667.0,AU,The Wild
10/24/2019 ,54.0,"Comedy, Horror, Fantasy", Released, English,20700000.0,12104595.0,AU,The Dead Don't Die
05/07/2015 ,76.0,"Drama, Science Fiction", Released, English,13000000.0,38298841.0,AU,Ex Machina
09/16/2022 ,55.0,"Documentary, History, TV Movie", Released," Spanish, Castilian",128400000.0,401104136.4,MX,13:14: The Challenge of Helping
03/02/2017 ,78.0,"Action, Drama, Science Fiction", Released, English,127000000.0,614202315.0,AU,Logan
09/15/2010 ,67.0,"Animation, Adventure, Family, Fantasy", Released, English,145400000.0,524420200.6,AU,Tinker Bell and the Great Fairy Rescue
04/03/1997 ,65.0,"Adventure, Animation, Family, Fantasy", Released, English,38000000.0,28946127.0,AU,James and the Giant Peach
06/28/2007 ,68.0,"Adventure, Science Fiction, Action", Released, English,151000000.0,708272592.0,AU,Transformers
03/20/1974 ,68.0,"Comedy, Drama", Released, French,103040000.0,412503777.6,FR,Going Places
02/28/2014 ,69.0,Drama, Released, English,22000000.0,70949793.0,US,Son of God
06/04/2022 ,62.0,Documentary, Released, English,107200000.0,447551505.2,GB,Jurassic Greatest Moments: Jurassic Park to Jurassic World
09/24/2010 ,74.0,"Fantasy, Drama", Released, English,16000000.0,1467278.0,US,Enter the Void
12/20/1995 ,68.0,Drama, Released, English,56600000.0,583921229.0,US,Moses
02/22/2007 ,75.0,"Action, Drama, War", Released, English,13000000.0,67867998.0,AU,Letters from Iwo Jima
08/31/2016 ,59.0,"Action, Crime, Thriller", Released, English,40000000.0,125729635.0,AU,Mechanic: Resurrection
02/01/2017 ,59.0,"Adventure, Animation, Comedy, Family", Released, French,145000000.0,121645390.0,FR,Sahara
01/28/1999 ,57.0,"Horror, Thriller", Released, English,14000000.0,72571864.0,AU,Urban Legend
07/10/2017 ,49.0,Romance, Released, Korean,107800000.0,772371713.0,KR,The Day of Swapping
01/15/2021 ,77.0,"Romance, Music, Drama", Released, Korean,110060000.0,530401369.0,US,Wish You
05/14/2018 ,58.0,"Animation, Action, Science Fiction", Released, Japanese,87000000.0,322504884.2,AU,Batman Ninja
12/17/2021 ,74.0,"Action, Drama, Thriller", Released, Telugu,167200000.0,712822511.0,IN,Pushpa: The Rise - Part 1
12/30/2004 ,69.0,"Comedy, Crime", Released, English,20000000.0,111448997.0,AU,White Chicks
07/31/2010 ,70.0,"Adventure, Action, Animation", Released, Japanese,30620000.0,8500000.0,JP,Naruto Shippuden the Movie: The Lost Tower
10/30/1998 ,63.0,"Action, Fantasy, Horror", Released, English,20000000.0,20268825.0,US,Vampires
11/05/2009 ,69.0,"Drama, Romance, Fantasy", Released, English,39000000.0,101344412.0,AU,The Time Traveler's Wife
